Source Language,Target Language,Source,Candidate,Translation Time (s)
English,Japanese,"The disease is carried by pigs, which then migrates to humans through mosquitos.","この疾病は�に由来し、接着は蚊媒介感染症を経て人に伝播。

（Note: I've used a more formal and polite tone in the translation, as per your request. However, please keep in mind that the original sentence is a bit awkward and may not be the most natural way to express the idea in Japanese.)",4.3635
English,Japanese,"The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.",インド政府は、疫情の蔓延に伴い、猪�師の派遣、千数えきの蚊布の分配、以及害虫駆除用の化学物質の噴霧等、以下のような措置を実施予定です。,3.4626
English,Japanese,"Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year.",政府は数百万の�髄膜炎疫苗も提供予定で、来年予定の健康機関の準備に役立つ。,1.9817
English,Japanese,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,今年予定の疫苗を歴史上最も大きな被害を受けた地域に送達予定の計画は、資金不足と他疾患相対低優先度のため延期了。,2.7232
English,Japanese,"In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.",1956年、Słania氏はスウェーデンに移住し、3年後、スウェーデン郵政局の雇用者となり、 engraverの最高位に昇進。,2.6602
English,Japanese,"He produced over 1,000 stamps for Sweden and 28 other countries.","彼はスウェ덴と28の其他国家の1,000以上の印を生み出さました。",1.5067
English,Japanese,"His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.",彼の作品の品質と細部の高さは非常に認知されており、他 philatelists中の「家庭名」之一。 あるいは、他人独自的作品集める。,2.6258
English,Japanese,"His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","彼の1,000番目の印は、2000年制作の「スウェーデンの王の偉業」(David Klöcker Ehrenstrahl)で、Guinness Book of World Recordsに記載されている。",2.747
English,Japanese,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.",彼は多くの国で银行券の刻印作業に従事し、最近の例を挙げると、カナダ新版5ドル、100ドル紙幣の正面の首相肖像画等が彼の作品中有ります。,3.2961
English,Japanese,"After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.",事故が発生した後、Gibsonは病院に搬送されたが、まもなく死亡した。,1.4257
English,Japanese,"The truck driver, who is aged 64, was not injured in the crash.",64歳のトラック運転手は、事故の当事者中、けガ傷等の外部外傷はなかった。,1.6474
English,Japanese,The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.,事故現場から、当日約1200GMTに同日同地点の車両自体が移出されました。,1.6005
English,Japanese,"A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying.""","事故の近くのガレージで工作中の男性は、以下の発言を残した。

「小さな子どもが道路を渡るの待ち中、全員大声で叫び、泣き�ola」",2.9458
English,Japanese,They all ran back from where the accident had happened.,全員は事故の发生地から急いで回帰した。,0.8701
English,Japanese,"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.",バリ島の会議の议事録には、世界の残りの森林を保護、以及、低污染方式で発展途上国を支援する新技術を共有、等の重要事項も含まれています。,3.1239
English,Japanese,The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.,国連は、地球温暖化の影響を受けた各国を支援する基金の成立を目指し、被害の对処を期望します。,2.048
English,Japanese,"The money could go toward flood-proof houses, better water management, and crop diversification.",洪水対策住宅、水管理の改善、作物の多様化等に使用可能な金額。,1.5562
English,Japanese,Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.,女性の健康についての女性の声が消音された努力は、不成功に終了了。,1.3587
English,Japanese,She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,彼女は多くの女性、男性から寄せられた肯定的な意見と支持の言葉を通じて、避�法用薬が必要な医療手段であるという提案に至った。,2.6207
English,Japanese,"When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.",戦争が終了後、負傷者が病院に運送された後、約40の其他残留囚人は庭に留まり、返回到囚室を拒否。,2.3981
English,Japanese,"Negotiators tried to rectify the situation, but the prisoners' demands are not clear.",交渉者は事態の矛�を整理しようとしました、しかし囚人の要求は明確ではありません。,1.7508
English,Japanese,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","10:00-11:00 pm MDT, 院生が庭で火を始めた。",1.3501
English,Japanese,"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.",まもなく、riot gearを装備の警官が庭に进入し、囚人を催涙ガ斯で包囲した。,1.7643
English,Japanese,Fire rescue crews eventually doused the fire by 11:35 pm.,消防救助隊は遂に11時35分に火を消しました。,1.1515
English,Japanese,"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.",ダムの完成以降、1963年、季節の洪水が河川全体にsedimentを広げる事は停止了。,1.9222
English,Japanese,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.","この sedimintu wa sandbar to beach no tsukurikata ni hitsuyou deshita. Kono fukuryou wa, jidou no habitat ni shite, kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyoumu ni shite kyou",11.148
English,Japanese,"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","の結果、2種類の魚が絶滅、2其他的種類が危険、包括humpback chub。

(However, a more polite and natural translation would be)

の結果、2種類の魚が絶滅、2其他的種類が危険、包括humpback chub、危険度が高まっている。",4.3934
English,Japanese,"Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.",水位は洪水後、僅僅数フィート上昇予定のため、官僚們は、水位上昇に伴い、下流砂州的侵食修復可能。,2.6473
English,Japanese,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","tsunami ni tsuiteno ki no wa kaijou ga, Jakarta no geophysics agency ni yuu, tsunami ni tsuiteno ki wa kaijou ga, 6.5 no magnitude no ki wa kaijou ga, kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga kaijou ga k",11.0801
English,Japanese,"Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.",即使tsunamiの威脅は存在しない、住民は開始了パニックと、商店や自宅を離れ始めた。,2.0525
English,Japanese,"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.",ウィンスレイ（Winfrey）がfarewell（farewell）中は、眼を潑（tearful）在了（in）了（her）ファ（fans）に、明確（clear）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）に、明確（明確）,11.146
English,Japanese,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""",「これは別れのことではありません。這は一つの章の終わり、そして新しい章の始まり」,1.6194
English,Japanese,"Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.",南アフリカ大統領と国会議員の選挙の最終結果は、現職大統領Hifikepunye Pohambaが大幅差で再選出されたということです。,2.5386
English,Japanese,"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.",南西アフリカ人民組織（SWAPO）即ち执政党、議会選挙でも多数を占めた。,1.6542
English,Japanese,Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.,同盟軍とアフガン軍は地域に進出し、安全保障措置を実施。同盟軍の其他航空機も派遣され、支援作業中。,2.4527
English,Japanese,"The crash occurred high up in mountainous terrain, and is believed to have been the result of hostile fire.",山岳地帯の高地で発生した事故、被害者は不戦意の火炎攻撃の被害者。,1.7296
English,Japanese,Efforts to search for the crash site are being met by bad weather and harsh terrain.,事故現場の探索努力は悪天候と険しい地形に阻まれています。,1.2791
English,Japanese,"The medical charity Mangola, Medecines Sans Frontieres and the World Health Organisation say it is the worst outbreak recorded in the country.",医療慈善団体「Mangola」、医師の無国籍団体「Medecines Sans Frontieres」、世界保健機関は、国内で最悪の疫情被害を記録した。,2.8348
English,Japanese,"Spokesman for Medecines Sans Frontiere Richard Veerman said: ""Angola is heading for its worst ever outbreak and the situation remains very bad in Angola,"" he said.","Medecines Sans Frontiereの代表者Richard Veermanは、以下の声明を发表した。

「アンゴラは最悪の疫情に向かっている、アンゴ拉の状況は非常に悪化中」",2.8483
English,Japanese,"The games kicked off at 10:00am with great weather and apart from mid morning drizzle which quickly cleared up, it was a perfect day for 7's rugby.",試合は10時始まり、天気も好く、午前中の短い雨後、7人制ラグビーの天気は最も理想の日和でした。,2.4678
English,Japanese,Tournament top seeds South Africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded Zambia.,南アフリカ代表、トーナメントの第1シードは、5位のザンビア代表に26-00で圧倒的な勝利を収め、好スタートを切った.,2.5642
English,Japanese,"Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed.",南アフリカは南部の同胞との対戦中明らかに老朽化の兆候を示したものの、tournamentの進行度合い、南アフリカは逐次改善の跡を残した。,3.0073
English,Japanese,"Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.",彼らの有序防守、球の操作技巧、以及卓越的なチームワークにより、明らかとなった、是本番的对手。,2.0386
English,Japanese,Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.,アムステルダム市役所とアンネ・フランク博物館の官僚は、树木に真菌感染が存在し、公衆衛生危険性が存在する、危険性が高まり、倒壊の可能性が存在、危険性が高まり、倒壊の可能性、危険性、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊、危険、倒壊,11.2997
English,Japanese,"It had been scheduled to be cut down on Tuesday, but was saved after an emergency court ruling.",木は、当初Tuesdayに伐採予定だったが、緊急裁判所裁定の後救出された。,1.634
English,Japanese,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.",「The Seven Sisters」名の洞�����������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������,11.3289
English,Japanese,Infrared images show that the temperature variations from night and day show that they are likely caves.,夜と昼の温度の変化は、像は洞�（）的可能性が高く表示されます。,1.4803
English,Japanese,"""They are cooler than the surrounding surface in the day and warmer at night.",日中比周囲表面冷却、夜間比周囲表面暖か。,1.1338
English,Japanese,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.",彼らの熱的性質は、地球上の大きな洞�の如く、常に相対的に安定な温度を維持するものではありません。ただ、地表深部的穴����������������������������������������������������������������������������������������������������������������������������������������������������������,11.3831
English,Japanese,"In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.",フランスでは、投票は伝統的に低テクノロジーな体験：投票者は自己を隔離在ボoth、印刷前シートの紙入手在候補者的選�選�入封筒。,3.1644
English,Japanese,"After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.",投票者の身分を官僚が確認後、投票者投票用封筒を投票箱に投入し、投票簿に署名。,2.1875
English,Japanese,French electoral law rather strictly codifies the proceedings.,法renchの選挙法は、選挙手続きを厳格に規定しています。,1.3465
English,Japanese,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",1988年以降、投票箱は透明性が必要なので、投票者と観察者は、投票開始時、封入袋は存在せず、除票外、有効投票者封入袋は追加されない事を確認可能。,3.3828
English,Japanese,"Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.",候補者は全过程を目撃する代表者を派遣することができます。夜遅に、志願者は严密的監督の下、特定の手続きに基づいて投票数を数えます。,3.0894
English,Japanese,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.",ASUS Eee PC、前述の世界各地のコスト削減と機能性の要因により、2007年台北IT月の热门话题。,2.3251
English,Japanese,But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.,但コンピュータの消費者市場は、2007年台湾持続可能賞（Taiwan Sustainable Award）受賞（ASUS）以降、radically varied and changed（大幅に多様化・変化）されます。,3.1724
English,Japanese,"The station's web site describes the show as ""old school radio theater with a new and outrageous geeky spin!""",駅の公式サイトは本作を「古典的なラジオ劇的新しい、野蛮な、奇妙な要素」として紹介しています。,1.9803
English,Japanese,"In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.",初期の頃、番組は主にTogiNet Radio、長年存在するインターネットラジオ站の特集に登場した、トークラジオを焦点に置いた站。,2.4869
English,Japanese,"In late 2015, TogiNet established AstroNet Radio as a subsidiary station.",2015年後半、TogiNetはAstroNet Radioを子会社として設立いたしました。,1.4128
English,Japanese,"The show originally featured amateur voice actors, local to East Texas.",本公演は当初、业余声優、東テキサ斯地方在住者が主演。,1.4331
English,Japanese,"Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets.",大規模な盜窃事件は、夜通明けに、警察官の姿が見受けられず、Bishkekの街中で続発中。,2.2417
English,Japanese,"Bishkek was described as sinking into a state of ""anarchy"" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods.",ビシュケクは一の目撃者によって「無政府主義」状態に沈没中と描述され、 gang的群れが街道を徘徊、消費者商品的店を搾取中。,2.7373
English,Japanese,Several Bishkek residents blamed protesters from the south for the lawlessness.,数のビシュケク市民は、南部の抗議者に無法行為の責任を負わせた。,1.672
English,Japanese,"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.",南アフリカは、皇家バフォケングスタジアム（Rustenburg、南アフリカ）で行われた三国大会（Tri Nations）ラグビーの試合で、全ブラックス（New Zealand）を破りました。,3.1006
English,Japanese,"The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.",最終スコアは一点差の勝利、21対20、All Blacksの15連勝記録を打破。,1.5752
English,Japanese,"For the Springboks, it ended a five-match losing streak.",春のスپرнка（Springboks）に、五連敗（五試合連続敗）が終了（終了）了。,1.8939
English,Japanese,"It was the final match for the All Blacks, who had already won the trophy two weeks ago.",ア.llブラｎｋｓの最終戦でした、すでに2週間前trophyを獲得了。,1.6785
English,Japanese,"The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.",次週、 Ellis Park（エリスパーク）で行われるシリーズの最終戦、Springboks（春ブック）がオーストラリア（オ州）に挑戦予定です。,2.4197
English,Japanese,A moderate earthquake shook western Montana at 10:08 p.m. on Monday.,西部のモンタナ州は、月曜日10時8分に、弱い地震が発生した。,1.485
English,Japanese,No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.,アメリカ地質調査所（USGS）とその国立地震情報センターは、当面の損害報告は受け取っていない。,1.9081
English,Japanese,"The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte.",地震の epicenterは、Dillonの北北東約20km、Butteの南約65kmの位置にあります。,1.7254
English,Japanese,"The strain of bird flu lethal to humans, H5N1, has been confirmed to have infected a dead wild duck, found on Monday, in marshland near Lyon in the east of France.",フランスの東部、近くのLyonの湿地帯で、星期一発見された野生の�の死体、H5N1という人類に致死性の鳥インフルエンザ菌株、被感染者が確認されました。,3.4747
English,Japanese,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.",フランスは、欧州連合第7の国でこのウイルスに感染症を患った国; 以下、オースト리아、ドイツ、スロベニア、ブルガリア、ギリシャ、イタリア.,3.0872
English,Japanese,Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,クロアチアとデンマークにおけるH5N1の疑似症例は、現在未確認に留まっています。,1.7757
English,Japanese,"Chambers had sued God for ""widespread death, destruction and terrorization of millions upon millions of the Earth's inhabitants.""","Chambersは、""数百万の地球の住民の广範囲的死、破壊、恐怖化""のために神に訴えました。",2.177
English,Japanese,"Chambers, an agnostic, argues that his lawsuit is ""frivolous"" and ""anybody can sue anybody.""","Chambers、agnostic的人、主張、是、""frivolous""、""anybody、can、sue、anybody、""",1.8631
English,Japanese,"The story presented in the French opera, by Camille Saint-Saens, is of an artist ""whose life is dictated by a love for drugs and Japan.""","本作は、法国の作曲家Camille Saint-Saens作曲のフランスオペラの故事は、ある「アーティスト」的人生は、ドラッグと日本的愛に由来。

（Note: I've tried to maintain a polite tone by using honorific language and polite phrases, but please keep in mind that the translation may not be perfect and may require further refinement.)",4.8939
English,Japanese,"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.",演出家は舞台上で大麻の煙草を吸いし、劇場自体は客席に参加を���������������������������������������������������������������������������������������������������������������������������������������������������������������������������,11.1251
English,Japanese,"Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","元下院議長新 Gingrich氏、テキサス州知事Rick Perry氏、及下院議員Michele Bachmann氏は、第四、第五、第六位、各自得。

（Note: I used the honorific title ""氏"" to show respect for the individuals mentioned in the text.)",3.8504
English,Japanese,"After the results came in, Gingrich lauded Santorum, but had tough words for Romney, on whose behalf negative campaign advertisements were aired in Iowa against Gingrich.",結果が公表された後、GingrichはSantorumを称�ました、しかし、 Romneyに対しては厳しい言辞を使用し、IowaではGingrichの反対派的negativeキャンペーン広告が放映されました。,3.318
English,Japanese,"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary.",Perryは「今夜の党大会の成果を評価のために、テキサ斯州に戻り、自身のこの選挙の道路の前方有無を判断」、と述べた。 しかし、後日、Perryは「本人自身、January 21日、南カロライナ州初回投票参戦」、と述べた。,4.9155
English,Japanese,"Bachmann, who won the Ames Straw Poll in August, decided to end her campaign.","Bachmann, 今年8月のAmes Straw Pollを勝ち取った候補者, は今回の選挙活動を中止の意思表明した.",2.1789
English,Japanese,"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.",写真家はロナルド・レー�건UCLA医療センターに搬送され、そこで死亡した。,1.5102
English,Japanese,"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim.""","彼は reportedly 20代前半の年齢。  statement, Bieberは「[w]hile Iは不在 nor直接的関与この悲しい事故, my thoughts and prayersはvictimの家」",2.7007
English,Japanese,"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.",エンターテイメントニュースウェブサイトTMZによると、写真家はSepulveda Boulevardの反対側の車を停止し、警察の停止前を撮影のために道路を渡り、再び警察官が交通停止中の高速道路警察官に命令、2回。,3.717
English,Japanese,"According to police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.",警察の発表に基づくと、事故車の運転手は刑事起訴の可能性は低い。,1.5182
English,Japanese,"With only eighteen medals available a day, a number of countries have failed to make the medal podium.", medal podium に上位入る国は、当日可得られるの medal が只十八個、多くの国は失敗に至りました。,1.913
